replica,profile,respondent_id,persona,theta,output,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,theta_hat,profile_hat,theta_imposed,profile_imp,profile_target,persona_target
4,novice,d66ca02a-1f64-4a08-b8c4-6644387c0b15,"persona: operations Director of Operations Agro-food supply chain ['Optimize logistics cost', 'Guarantee end-to-end traceability', 'Maintain quality certifications']",-0.4459834125537295,"{
""1"": ""2"", ""2"": ""2"", ""3"": ""3"", ""4"": ""2"", ""5"": ""2"",
""6"": ""3"", ""7"": ""2"", ""8"": ""2"", ""9"": ""2"", ""10"": ""3"",
""11"": ""3"", ""12"": ""2"", ""13"": ""2"", ""14"": ""2"", ""15"": ""2"",
""16"": ""3"", ""17"": ""3"", ""18"": ""2"", ""19"": ""2"", ""20"": ""2"",
""21"": ""2"", ""22"": ""1""
}",2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,-0.4971718372622294,novice,-0.4459834125537295,novice,novice,"persona: operations Director of Operations Agro-food supply chain ['Optimize logistics cost', 'Guarantee end-to-end traceability', 'Maintain quality certifications']"
4,novice,e5bb67b4-0dce-4850-87b3-a83a93f5f4e3,"persona: strategy_sustainability Chief Sustainability Officer Agro-food supply chain ['Reduce GHG emissions', 'Ensure ESG compliance', 'Enhance corporate reputation']",-0.1830069625544762,"{
""1"": ""2"", ""2"": ""2"", ""3"": ""3"", ""4"": ""2"", ""5"": ""3"",
""6"": ""2"", ""7"": ""2"", ""8"": ""3"", ""9"": ""2"", ""10"": ""3"",
""11"": ""2"", ""12"": ""2"", ""13"": ""2"", ""14"": ""3"", ""15"": ""2"",
""16"": ""3"", ""17"": ""3"", ""18"": ""2"", ""19"": ""2"", ""20"": ""3"",
""21"": ""2"", ""22"": ""2""
}",2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,-0.1851609898826947,intermediate,-0.1830069625544762,intermediate,intermediate,"persona: strategy_sustainability Chief Sustainability Officer Agro-food supply chain ['Reduce GHG emissions', 'Ensure ESG compliance', 'Enhance corporate reputation']"
4,novice,9c349f38-2214-4f9f-ad3e-22de9d7c2f57,"persona: strategy_technology Chief Technology Officer Agro-food supply chain ['Modernize digital architecture', 'Integrate blockchain with legacy systems', 'Strengthen data governance']",-1.1031727732536216,"{
""1"": ""2"", ""2"": ""2"", ""3"": ""3"", ""4"": ""2"", ""5"": ""2"", 
""6"": ""2"", ""7"": ""1"", ""8"": ""2"", ""9"": ""2"", ""10"": ""2"", 
""11"": ""2"", ""12"": ""1"", ""13"": ""1"", ""14"": ""2"", ""15"": ""1"", 
""16"": ""2"", ""17"": ""2"", ""18"": ""1"", ""19"": ""2"", ""20"": ""2"", 
""21"": ""1"", ""22"": ""1""
}",2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,-1.0422467002129194,novice,-1.1031727732536216,novice,novice,"persona: strategy_technology Chief Technology Officer Agro-food supply chain ['Modernize digital architecture', 'Integrate blockchain with legacy systems', 'Strengthen data governance']"
4,novice,1d9a59f8-84ec-4663-80aa-34a5b56b3dac,"persona: operations Director of Operations Agro-food supply chain ['Optimize logistics cost', 'Guarantee end-to-end traceability', 'Maintain quality certifications']",0.1628739699592269,"{
""1"": ""2"", ""2"": ""3"", ""3"": ""3"", ""4"": ""2"", ""5"": ""3"",
""6"": ""2"", ""7"": ""2"", ""8"": ""3"", ""9"": ""2"", ""10"": ""3"",
""11"": ""3"", ""12"": ""2"", ""13"": ""3"", ""14"": ""3"", ""15"": ""2"",
""16"": ""3"", ""17"": ""3"", ""18"": ""3"", ""19"": ""2"", ""20"": ""2"",
""21"": ""3"", ""22"": ""2""
}",2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,0.17044192130479133,intermediate,0.1628739699592269,intermediate,intermediate,"persona: operations Director of Operations Agro-food supply chain ['Optimize logistics cost', 'Guarantee end-to-end traceability', 'Maintain quality certifications']"
4,novice,2da3ea01-d696-4309-9335-614bde21e656,"persona: strategy_sustainability Chief Sustainability Officer Agro-food supply chain ['Reduce GHG emissions', 'Ensure ESG compliance', 'Enhance corporate reputation']",-0.1491098692042643,"{
""1"": ""2"", ""2"": ""2"", ""3"": ""3"", ""4"": ""2"", ""5"": ""3"",
""6"": ""3"", ""7"": ""2"", ""8"": ""2"", ""9"": ""2"", ""10"": ""3"",
""11"": ""3"", ""12"": ""2"", ""13"": ""2"", ""14"": ""3"", ""15"": ""2"",
""16"": ""3"", ""17"": ""3"", ""18"": ""2"", ""19"": ""2"", ""20"": ""3"",
""21"": ""2"", ""22"": ""2""
}",2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,-0.14672689895439975,intermediate,-0.1491098692042643,intermediate,intermediate,"persona: strategy_sustainability Chief Sustainability Officer Agro-food supply chain ['Reduce GHG emissions', 'Ensure ESG compliance', 'Enhance corporate reputation']"
4,novice,3d21084d-bfe6-42e1-b1d9-e418ce900b40,"persona: strategy_technology Chief Technology Officer Agro-food supply chain ['Modernize digital architecture', 'Integrate blockchain with legacy systems', 'Strengthen data governance']",-0.7817861025042941,"{
""1"": ""2"", ""2"": ""2"", ""3"": ""3"", ""4"": ""2"", ""5"": ""2"",
""6"": ""2"", ""7"": ""1"", ""8"": ""2"", ""9"": ""1"", ""10"": ""2"",
""11"": ""3"", ""12"": ""1"", ""13"": ""2"", ""14"": ""2"", ""15"": ""1"",
""16"": ""3"", ""17"": ""3"", ""18"": ""2"", ""19"": ""2"", ""20"": ""2"",
""21"": ""1"", ""22"": ""1""
}",2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,-0.7769409120396847,novice,-0.7817861025042941,novice,novice,"persona: strategy_technology Chief Technology Officer Agro-food supply chain ['Modernize digital architecture', 'Integrate blockchain with legacy systems', 'Strengthen data governance']"
4,novice,e371a361-65c9-4f4c-ac93-fd1fa07ab08e,"persona: operations Director of Operations Agro-food supply chain ['Optimize logistics cost', 'Guarantee end-to-end traceability', 'Maintain quality certifications']",-0.7824520909110854,"{
""1"": ""2"", ""2"": ""2"", ""3"": ""2"", ""4"": ""2"", ""5"": ""2"",
""6"": ""2"", ""7"": ""2"", ""8"": ""2"", ""9"": ""2"", ""10"": ""2"",
""11"": ""2"", ""12"": ""2"", ""13"": ""2"", ""14"": ""2"", ""15"": ""2"",
""16"": ""2"", ""17"": ""2"", ""18"": ""2"", ""19"": ""2"", ""20"": ""2"",
""21"": ""2"", ""22"": ""2""
}",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.7773414321078994,novice,-0.7824520909110854,novice,novice,"persona: operations Director of Operations Agro-food supply chain ['Optimize logistics cost', 'Guarantee end-to-end traceability', 'Maintain quality certifications']"
4,novice,7455f49b-3650-4d0c-a2ef-2bb66cf2ddb7,"persona: strategy_sustainability Chief Sustainability Officer Agro-food supply chain ['Reduce GHG emissions', 'Ensure ESG compliance', 'Enhance corporate reputation']",-0.6250841233090976,"{
""1"": ""2"", ""2"": ""2"", ""3"": ""2"", ""4"": ""2"", ""5"": ""3"", ""6"": ""2"", ""7"": ""2"", ""8"": ""2"", ""9"": ""2"", ""10"": ""3"",
""11"": ""2"", ""12"": ""2"", ""13"": ""2"", ""14"": ""3"", ""15"": ""1"", ""16"": ""2"", ""17"": ""3"", ""18"": ""1"", ""19"": ""2"", ""20"": ""2"",
""21"": ""2"", ""22"": ""1""
}",2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,-0.6560027221115854,novice,-0.6250841233090976,novice,novice,"persona: strategy_sustainability Chief Sustainability Officer Agro-food supply chain ['Reduce GHG emissions', 'Ensure ESG compliance', 'Enhance corporate reputation']"
4,novice,ba9b9021-e7b4-41ea-94ca-dacda90683fd,"persona: strategy_technology Chief Technology Officer Agro-food supply chain ['Modernize digital architecture', 'Integrate blockchain with legacy systems', 'Strengthen data governance']",-0.7824520909110854,"{
""1"": ""2"", ""2"": ""2"", ""3"": ""2"", ""4"": ""2"", ""5"": ""2"",
""6"": ""2"", ""7"": ""2"", ""8"": ""2"", ""9"": ""2"", ""10"": ""2"",
""11"": ""2"", ""12"": ""2"", ""13"": ""2"", ""14"": ""2"", ""15"": ""2"",
""16"": ""2"", ""17"": ""2"", ""18"": ""2"", ""19"": ""2"", ""20"": ""2"",
""21"": ""2"", ""22"": ""2""
}",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.7773414321078994,novice,-0.7824520909110854,novice,novice,"persona: strategy_technology Chief Technology Officer Agro-food supply chain ['Modernize digital architecture', 'Integrate blockchain with legacy systems', 'Strengthen data governance']"
4,novice,8db8df9e-041e-4879-b4f1-cd8e7983dd66,"persona: operations Director of Operations Agro-food supply chain ['Optimize logistics cost', 'Guarantee end-to-end traceability', 'Maintain quality certifications']",-0.3484546284160065,"{
""1"": ""2"", ""2"": ""3"", ""3"": ""3"", ""4"": ""2"", ""5"": ""3"",
""6"": ""2"", ""7"": ""1"", ""8"": ""2"", ""9"": ""2"", ""10"": ""3"",
""11"": ""3"", ""12"": ""1"", ""13"": ""2"", ""14"": ""3"", ""15"": ""2"",
""16"": ""3"", ""17"": ""3"", ""18"": ""2"", ""19"": ""2"", ""20"": ""2"",
""21"": ""2"", ""22"": ""1""
}",2.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,-0.4028979239567836,novice,-0.3484546284160065,novice,novice,"persona: operations Director of Operations Agro-food supply chain ['Optimize logistics cost', 'Guarantee end-to-end traceability', 'Maintain quality certifications']"
4,novice,03a17b13-1cfe-4314-a22a-4d2254ab1a7e,"persona: strategy_sustainability Chief Sustainability Officer Agro-food supply chain ['Reduce GHG emissions', 'Ensure ESG compliance', 'Enhance corporate reputation']",-0.7824520909110854,"{
""1"": ""2"", ""2"": ""2"", ""3"": ""2"", ""4"": ""2"", ""5"": ""2"",
""6"": ""2"", ""7"": ""2"", ""8"": ""2"", ""9"": ""2"", ""10"": ""2"",
""11"": ""2"", ""12"": ""2"", ""13"": ""2"", ""14"": ""2"", ""15"": ""2"",
""16"": ""2"", ""17"": ""2"", ""18"": ""2"", ""19"": ""2"", ""20"": ""2"",
""21"": ""2"", ""22"": ""2""
}",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.7773414321078994,novice,-0.7824520909110854,novice,novice,"persona: strategy_sustainability Chief Sustainability Officer Agro-food supply chain ['Reduce GHG emissions', 'Ensure ESG compliance', 'Enhance corporate reputation']"
4,novice,b44b8f7d-fbd8-44e4-a5a6-5cc5def6786a,"persona: strategy_technology Chief Technology Officer Agro-food supply chain ['Modernize digital architecture', 'Integrate blockchain with legacy systems', 'Strengthen data governance']",-0.6278850254609829,"{
""1"": ""2"", ""2"": ""2"", ""3"": ""3"", ""4"": ""2"", ""5"": ""3"",
""6"": ""2"", ""7"": ""2"", ""8"": ""2"", ""9"": ""2"", ""10"": ""3"",
""11"": ""3"", ""12"": ""2"", ""13"": ""1"", ""14"": ""2"", ""15"": ""1"",
""16"": ""3"", ""17"": ""3"", ""18"": ""1"", ""19"": ""2"", ""20"": ""2"",
""21"": ""1"", ""22"": ""1""
}",2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,-0.6585366163397196,novice,-0.6278850254609829,novice,novice,"persona: strategy_technology Chief Technology Officer Agro-food supply chain ['Modernize digital architecture', 'Integrate blockchain with legacy systems', 'Strengthen data governance']"
4,novice,a7f96d40-609b-4fe5-adf6-4e5b8ea9c2cd,"persona: operations Director of Operations Agro-food supply chain ['Optimize logistics cost', 'Guarantee end-to-end traceability', 'Maintain quality certifications']",2.485667297392275,"{
""1"": ""4"", ""2"": ""5"", ""3"": ""4"", ""4"": ""4"", ""5"": ""5"", ""6"": ""4"", ""7"": ""3"", ""8"": ""4"", ""9"": ""4"", ""10"": ""4"",
""11"": ""4"", ""12"": ""3"", ""13"": ""4"", ""14"": ""5"", ""15"": ""4"", ""16"": ""4"", ""17"": ""5"", ""18"": ""4"", ""19"": ""3"", ""20"": ""4"",
""21"": ""4"", ""22"": ""3""
}",4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,2.5157508266354056,advanced,2.485667297392275,advanced,advanced,"persona: operations Director of Operations Agro-food supply chain ['Optimize logistics cost', 'Guarantee end-to-end traceability', 'Maintain quality certifications']"
4,novice,0b64101e-11c4-4a55-b2e8-0b2d6d7f063c,"persona: strategy_sustainability Chief Sustainability Officer Agro-food supply chain ['Reduce GHG emissions', 'Ensure ESG compliance', 'Enhance corporate reputation']",-0.1951956807453131,"{
""1"": ""2"", ""2"": ""2"", ""3"": ""3"", ""4"": ""2"", ""5"": ""3"",
""6"": ""2"", ""7"": ""2"", ""8"": ""2"", ""9"": ""2"", ""10"": ""3"",
""11"": ""3"", ""12"": ""2"", ""13"": ""2"", ""14"": ""3"", ""15"": ""2"",
""16"": ""3"", ""17"": ""3"", ""18"": ""2"", ""19"": ""2"", ""20"": ""3"",
""21"": ""2"", ""22"": ""2""
}",2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,-0.1997935753122694,intermediate,-0.1951956807453131,intermediate,intermediate,"persona: strategy_sustainability Chief Sustainability Officer Agro-food supply chain ['Reduce GHG emissions', 'Ensure ESG compliance', 'Enhance corporate reputation']"
4,novice,38d38c3d-3468-4f03-b9f4-4dc1bae3d831,"persona: strategy_technology Chief Technology Officer Agro-food supply chain ['Modernize digital architecture', 'Integrate blockchain with legacy systems', 'Strengthen data governance']",-0.1493484166160963,"{
""1"": ""2"", ""2"": ""2"", ""3"": ""3"", ""4"": ""2"", ""5"": ""3"",
""6"": ""2"", ""7"": ""2"", ""8"": ""3"", ""9"": ""2"", ""10"": ""3"",
""11"": ""3"", ""12"": ""2"", ""13"": ""2"", ""14"": ""3"", ""15"": ""2"",
""16"": ""3"", ""17"": ""3"", ""18"": ""2"", ""19"": ""2"", ""20"": ""3"",
""21"": ""2"", ""22"": ""1""
}",2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,-0.1478579144562848,intermediate,-0.1493484166160963,intermediate,intermediate,"persona: strategy_technology Chief Technology Officer Agro-food supply chain ['Modernize digital architecture', 'Integrate blockchain with legacy systems', 'Strengthen data governance']"
4,novice,2581d7fe-69e8-4258-8fea-29b09d9b0e2a,"persona: operations Director of Operations Agro-food supply chain ['Optimize logistics cost', 'Guarantee end-to-end traceability', 'Maintain quality certifications']",-0.1614629498161117,"{
""1"": ""2"", ""2"": ""2"", ""3"": ""3"", ""4"": ""2"", ""5"": ""3"", ""6"": ""2"", ""7"": ""2"", ""8"": ""3"", ""9"": ""2"", ""10"": ""3"",
""11"": ""3"", ""12"": ""2"", ""13"": ""2"", ""14"": ""3"", ""15"": ""2"", ""16"": ""3"", ""17"": ""3"", ""18"": ""2"", ""19"": ""2"", ""20"": ""2"",
""21"": ""2"", ""22"": ""2""
}",2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,-0.16065378416219558,intermediate,-0.1614629498161117,intermediate,intermediate,"persona: operations Director of Operations Agro-food supply chain ['Optimize logistics cost', 'Guarantee end-to-end traceability', 'Maintain quality certifications']"
4,novice,d1987da3-387d-496a-95ad-0d5fb8544ee6,"persona: strategy_sustainability Chief Sustainability Officer Agro-food supply chain ['Reduce GHG emissions', 'Ensure ESG compliance', 'Enhance corporate reputation']",-0.5884164185722398,"{
""1"": ""2"", ""2"": ""2"", ""3"": ""3"", ""4"": ""2"", ""5"": ""3"",
""6"": ""2"", ""7"": ""2"", ""8"": ""2"", ""9"": ""2"", ""10"": ""3"",
""11"": ""2"", ""12"": ""1"", ""13"": ""2"", ""14"": ""2"", ""15"": ""1"",
""16"": ""3"", ""17"": ""3"", ""18"": ""2"", ""19"": ""2"", ""20"": ""2"",
""21"": ""2"", ""22"": ""1""
}",2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,-0.6263019742143121,novice,-0.5884164185722398,novice,novice,"persona: strategy_sustainability Chief Sustainability Officer Agro-food supply chain ['Reduce GHG emissions', 'Ensure ESG compliance', 'Enhance corporate reputation']"
4,novice,5e4332b8-c148-4cde-bbe2-612c03c6d31c,"persona: strategy_technology Chief Technology Officer Agro-food supply chain ['Modernize digital architecture', 'Integrate blockchain with legacy systems', 'Strengthen data governance']",-1.3599498840316284,"{
""1"": ""2"", ""2"": ""2"", ""3"": ""2"", ""4"": ""2"", ""5"": ""2"",
""6"": ""2"", ""7"": ""1"", ""8"": ""2"", ""9"": ""1"", ""10"": ""2"",
""11"": ""2"", ""12"": ""1"", ""13"": ""1"", ""14"": ""2"", ""15"": ""1"",
""16"": ""2"", ""17"": ""2"", ""18"": ""1"", ""19"": ""2"", ""20"": ""1"",
""21"": ""1"", ""22"": ""1""
}",2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,-1.4093923793636387,novice,-1.3599498840316284,novice,novice,"persona: strategy_technology Chief Technology Officer Agro-food supply chain ['Modernize digital architecture', 'Integrate blockchain with legacy systems', 'Strengthen data governance']"
4,novice,f5527019-d2af-4283-91c8-b8c4e6d751d0,"persona: operations Director of Operations Agro-food supply chain ['Optimize logistics cost', 'Guarantee end-to-end traceability', 'Maintain quality certifications']",-1.213984333423682,"{
""1"": ""2"", ""2"": ""2"", ""3"": ""2"", ""4"": ""2"", ""5"": ""2"",
""6"": ""2"", ""7"": ""1"", ""8"": ""2"", ""9"": ""1"", ""10"": ""2"",
""11"": ""2"", ""12"": ""1"", ""13"": ""2"", ""14"": ""2"", ""15"": ""1"",
""16"": ""2"", ""17"": ""2"", ""18"": ""1"", ""19"": ""2"", ""20"": ""2"",
""21"": ""1"", ""22"": ""1""
}",2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,-1.1471985842944155,novice,-1.213984333423682,novice,novice,"persona: operations Director of Operations Agro-food supply chain ['Optimize logistics cost', 'Guarantee end-to-end traceability', 'Maintain quality certifications']"
4,novice,38fbbd99-5b35-4d52-a3db-e963c65043c3,"persona: strategy_sustainability Chief Sustainability Officer Agro-food supply chain ['Reduce GHG emissions', 'Ensure ESG compliance', 'Enhance corporate reputation']",-1.831294247083632,"{
""1"": ""2"", ""2"": ""2"", ""3"": ""2"", ""4"": ""1"", ""5"": ""1"", ""6"": ""2"", ""7"": ""1"", ""8"": ""2"", ""9"": ""1"", ""10"": ""1"",
""11"": ""1"", ""12"": ""1"", ""13"": ""1"", ""14"": ""1"", ""15"": ""1"", ""16"": ""2"", ""17"": ""2"", ""18"": ""1"", ""19"": ""1"", ""20"": ""1"",
""21"": ""1"", ""22"": ""1""
}",2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,-1.842619778798531,novice,-1.831294247083632,novice,novice,"persona: strategy_sustainability Chief Sustainability Officer Agro-food supply chain ['Reduce GHG emissions', 'Ensure ESG compliance', 'Enhance corporate reputation']"
4,novice,95c2123e-6843-4d94-b859-e437cfe21b81,"persona: strategy_technology Chief Technology Officer Agro-food supply chain ['Modernize digital architecture', 'Integrate blockchain with legacy systems', 'Strengthen data governance']",-1.593714702267294,"{
""1"": ""2"", ""2"": ""2"", ""3"": ""2"", ""4"": ""2"", ""5"": ""2"",
""6"": ""2"", ""7"": ""2"", ""8"": ""1"", ""9"": ""1"", ""10"": ""2"",
""11"": ""2"", ""12"": ""1"", ""13"": ""1"", ""14"": ""1"", ""15"": ""1"",
""16"": ""2"", ""17"": ""2"", ""18"": ""1"", ""19"": ""1"", ""20"": ""1"",
""21"": ""1"", ""22"": ""1""
}",2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,-1.6508589426761642,novice,-1.593714702267294,novice,novice,"persona: strategy_technology Chief Technology Officer Agro-food supply chain ['Modernize digital architecture', 'Integrate blockchain with legacy systems', 'Strengthen data governance']"
4,novice,562fa5fe-7a3f-44ea-ad47-8193e4a62c7e,"persona: operations Director of Operations Agro-food supply chain ['Optimize logistics cost', 'Guarantee end-to-end traceability', 'Maintain quality certifications']",-0.6340981903935735,"{
""1"": ""2"", ""2"": ""2"", ""3"": ""3"", ""4"": ""2"", ""5"": ""3"",
""6"": ""2"", ""7"": ""2"", ""8"": ""2"", ""9"": ""2"", ""10"": ""2"",
""11"": ""3"", ""12"": ""2"", ""13"": ""1"", ""14"": ""2"", ""15"": ""1"",
""16"": ""3"", ""17"": ""3"", ""18"": ""2"", ""19"": ""2"", ""20"": ""1"",
""21"": ""2"", ""22"": ""1""
}",2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,-0.6644366500462512,novice,-0.6340981903935735,novice,novice,"persona: operations Director of Operations Agro-food supply chain ['Optimize logistics cost', 'Guarantee end-to-end traceability', 'Maintain quality certifications']"
4,novice,4b62538e-5e56-4671-a086-f5f91f3f7ac3,"persona: strategy_sustainability Chief Sustainability Officer Agro-food supply chain ['Reduce GHG emissions', 'Ensure ESG compliance', 'Enhance corporate reputation']",1.2901849998916426,"{
""1"": ""3"", ""2"": ""4"", ""3"": ""4"", ""4"": ""3"", ""5"": ""3"", ""6"": ""3"", ""7"": ""3"", ""8"": ""4"", ""9"": ""3"", ""10"": ""3"",
""11"": ""4"", ""12"": ""3"", ""13"": ""3"", ""14"": ""4"", ""15"": ""2"", ""16"": ""4"", ""17"": ""4"", ""18"": ""3"", ""19"": ""3"", ""20"": ""3"",
""21"": ""3"", ""22"": ""2""
}",3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,1.2871293206208556,advanced,1.2901849998916426,advanced,advanced,"persona: strategy_sustainability Chief Sustainability Officer Agro-food supply chain ['Reduce GHG emissions', 'Ensure ESG compliance', 'Enhance corporate reputation']"
4,novice,a71ed308-b0da-4b08-8036-2f6f174f2088,"persona: strategy_technology Chief Technology Officer Agro-food supply chain ['Modernize digital architecture', 'Integrate blockchain with legacy systems', 'Strengthen data governance']",-0.7016303052676122,"{
""1"": ""2"", ""2"": ""2"", ""3"": ""3"", ""4"": ""2"", ""5"": ""3"",
""6"": ""2"", ""7"": ""1"", ""8"": ""2"", ""9"": ""1"", ""10"": ""2"",
""11"": ""3"", ""12"": ""1"", ""13"": ""2"", ""14"": ""2"", ""15"": ""1"",
""16"": ""3"", ""17"": ""3"", ""18"": ""2"", ""19"": ""2"", ""20"": ""2"",
""21"": ""2"", ""22"": ""1""
}",2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,-0.7152397272332368,novice,-0.7016303052676122,novice,novice,"persona: strategy_technology Chief Technology Officer Agro-food supply chain ['Modernize digital architecture', 'Integrate blockchain with legacy systems', 'Strengthen data governance']"
4,novice,91816625-4e88-4ffa-903b-7c8bf602995d,"persona: operations Director of Operations Agro-food supply chain ['Optimize logistics cost', 'Guarantee end-to-end traceability', 'Maintain quality certifications']",-0.1614629498161117,"{
""1"": ""2"", ""2"": ""2"", ""3"": ""3"", ""4"": ""2"", ""5"": ""3"",
""6"": ""2"", ""7"": ""2"", ""8"": ""3"", ""9"": ""2"", ""10"": ""3"",
""11"": ""3"", ""12"": ""2"", ""13"": ""2"", ""14"": ""3"", ""15"": ""2"",
""16"": ""3"", ""17"": ""3"", ""18"": ""2"", ""19"": ""2"", ""20"": ""2"",
""21"": ""2"", ""22"": ""2""
}",2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,-0.16065378416219558,intermediate,-0.1614629498161117,intermediate,intermediate,"persona: operations Director of Operations Agro-food supply chain ['Optimize logistics cost', 'Guarantee end-to-end traceability', 'Maintain quality certifications']"
4,novice,c7c02570-373b-48e7-aaf8-4bff91848d96,"persona: strategy_sustainability Chief Sustainability Officer Agro-food supply chain ['Reduce GHG emissions', 'Ensure ESG compliance', 'Enhance corporate reputation']",-0.1491098692042643,"{
""1"": ""2"", ""2"": ""2"", ""3"": ""3"", ""4"": ""2"", ""5"": ""3"", ""6"": ""3"", ""7"": ""2"", ""8"": ""2"", ""9"": ""2"", ""10"": ""3"",
""11"": ""3"", ""12"": ""2"", ""13"": ""2"", ""14"": ""3"", ""15"": ""2"", ""16"": ""3"", ""17"": ""3"", ""18"": ""2"", ""19"": ""2"", ""20"": ""3"",
""21"": ""2"", ""22"": ""2""
}",2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,-0.14672689895439975,intermediate,-0.1491098692042643,intermediate,intermediate,"persona: strategy_sustainability Chief Sustainability Officer Agro-food supply chain ['Reduce GHG emissions', 'Ensure ESG compliance', 'Enhance corporate reputation']"
